train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,final_accuracy
"[3.8864607655483745, 3.5081313563429792, 2.945381488489068, 2.488543927669525, 2.107887654200844, 1.8036675427270972, 1.5704911377118982, 1.3708300473897352, 1.2104331533546033, 1.0913075474293337, 0.9935391849797705, 0.9072895050048828, 0.8465731163387713, 0.7935319011626036, 0.7502090943896252, 0.6891461967126183, 0.6562545785437459, 0.6137633537468703, 0.6012713212681853, 0.5806378508391588, 0.5485130120878634, 0.5297528515043466, 0.5056311284070429, 0.49657153143830923, 0.4769040090234383, 0.4576934135478476]","[0.026834240183234215, 0.08016304671764374, 0.31216034293174744, 0.5390625, 0.678328812122345, 0.75951087474823, 0.7958559989929199, 0.8152174353599548, 0.837296187877655, 0.85495924949646, 0.8671875, 0.874660313129425, 0.8760190606117249, 0.8739809989929199, 0.8817934989929199, 0.89232337474823, 0.89232337474823, 0.8977581858634949, 0.9021739363670349, 0.9025136232376099, 0.899796187877655, 0.9072690606117249, 0.91236412525177, 0.9140625, 0.9116848111152649, 0.9177989363670349]","[3.887767916140349, 3.1897107310917066, 2.6852038010306982, 2.2633428988249404, 1.9235489575759224, 1.6617913971776548, 1.468706110249395, 1.2784814238548279, 1.1536333871924358, 1.0556265970934993, 0.9853011421535326, 0.8882776343304178, 0.8362261445625968, 0.7931913966717927, 0.7440916844036268, 0.7008144479730855, 0.6731469151766404, 0.6554513301538385, 0.6220446501089179, 0.6054194129031637, 0.5726251511470132, 0.5614781003931294, 0.5464438277742137, 0.530230058276135, 0.5209292212258214, 0.5127346593400707]","[0.025815218687057495, 0.19021739065647125, 0.4429347813129425, 0.6086956858634949, 0.69701087474823, 0.748641312122345, 0.77173912525177, 0.80027174949646, 0.8274456858634949, 0.83423912525177, 0.8301630616188049, 0.845108687877655, 0.851902186870575, 0.8491848111152649, 0.8600543737411499, 0.8682065606117249, 0.866847813129425, 0.864130437374115, 0.86277174949646, 0.8709239363670349, 0.8777174353599548, 0.8682065606117249, 0.8777174353599548, 0.876358687877655, 0.8804348111152649, 0.8804348111152649]",696.5762341022491,
"[0.387615564238766, 0.3635920525892921, 0.17604039998158164, 0.09477695367177544, 0.07270360863565103, 0.05188911126764572, 0.0545639190012994, 0.03947831184157859, 0.030402329800974414, 0.03896385413574298, 0.029665055512653096, 0.025715467768073406, 0.019283142808885517, 0.014748608072176981, 0.010373811910698272, 0.022903086822581194, 0.016233913423291044, 0.014999519729905802, 0.015042474619922754, 0.024474040564635525, 0.021226008554272677, 0.02551957961101004, 0.022522883818727798, 0.017289999189138736, 0.013557493719576008, 0.015719694843384154]","[0.93138587474823, 0.897078812122345, 0.954483687877655, 0.9789402484893799, 0.984375, 0.9901494979858398, 0.98607337474823, 0.9911684989929199, 0.9942255616188049, 0.9918478727340698, 0.9945652484893799, 0.995244562625885, 0.9972826242446899, 0.998641312122345, 0.9993206858634949, 0.99558424949646, 0.9979619979858398, 0.99830162525177, 0.996942937374115, 0.9932065606117249, 0.99558424949646, 0.99388587474823, 0.9945652484893799, 0.99558424949646, 0.9976223111152649, 0.996942937374115]","[0.5127346593400707, 0.32616346102693805, 0.2960422792188499, 0.2696090674270754, 0.28559910829948343, 0.3034857378705688, 0.29472709560523863, 0.30775062205350917, 0.30931100378865783, 0.3310236213323863, 0.27272654632511345, 0.30758408457040787, 0.29721701728261035, 0.2772762605353542, 0.3005891856939896, 0.29157815549684607, 0.31461698853451275, 0.3125137942640678, 0.3837731044901454, 0.34103129706952884, 0.332227121066788, 0.3734255987017051, 0.34098811123682105, 0.31831413766612177, 0.300327911325123, 0.28928082015203394]","[0.8804348111152649, 0.89402174949646, 0.90625, 0.91576087474823, 0.9089674353599548, 0.8994565606117249, 0.9103261232376099, 0.904891312122345, 0.9103261232376099, 0.9021739363670349, 0.91847825050354, 0.90625, 0.9130434989929199, 0.91847825050354, 0.9089674353599548, 0.9130434989929199, 0.9035326242446899, 0.904891312122345, 0.88722825050354, 0.9035326242446899, 0.904891312122345, 0.8926630616188049, 0.9008152484893799, 0.9008152484893799, 0.9089674353599548, 0.9089674353599548]",729.4643874168396,
"[0.004383060112519635, 0.020516204685048688, 0.020382622775682452, 0.015515515469419568, 0.014913302219887872, 0.008509297578079302, 0.009098789194072395, 0.00913618657796178, 0.006567031160280432, 0.007310061833223976, 0.009271504969902984, 0.011649240685232065, 0.011681837876296966, 0.011365763026886903, 0.009237733464586832, 0.00873024470701753, 0.004786623147083446, 0.004153261125674876, 0.008827221272361425, 0.0075667662553630935, 0.007841888088834188, 0.008065362891141811, 0.0048433474730700254, 0.0037885370313787184, 0.0036145246881262765, 0.003906229884824311]","[0.9996603727340698, 0.9945652484893799, 0.9949049353599548, 0.9976223111152649, 0.9959239363670349, 0.998641312122345, 0.9993206858634949, 0.99830162525177, 0.9993206858634949, 0.998641312122345, 0.9976223111152649, 0.998641312122345, 0.99830162525177, 0.99830162525177, 0.9989809989929199, 0.998641312122345, 0.9996603727340698, 1.0, 0.9979619979858398, 0.998641312122345, 0.998641312122345, 0.99830162525177, 1.0, 1.0, 0.9996603727340698, 0.9996603727340698]","[0.28928082015203394, 0.33826142193182657, 0.3243900722135668, 0.3289649209574513, 0.3368882085804058, 0.3211793434684691, 0.2853143785310828, 0.31216596111493267, 0.27265325172439864, 0.28355324203553406, 0.3594020341887422, 0.3131195235511531, 0.31617388744717057, 0.35571892964451207, 0.3620569233013236, 0.3179960153673006, 0.30453215474667755, 0.3026687342511571, 0.32890279785446497, 0.3318552770044493, 0.33108591677054117, 0.318305721020569, 0.31171040629725094, 0.3065501478217218, 0.3041415704495233, 0.3027361014290996]","[0.9089674353599548, 0.88722825050354, 0.904891312122345, 0.9035326242446899, 0.9008152484893799, 0.9089674353599548, 0.9116848111152649, 0.9021739363670349, 0.914402186870575, 0.9225543737411499, 0.9103261232376099, 0.904891312122345, 0.90625, 0.9035326242446899, 0.898097813129425, 0.907608687877655, 0.9103261232376099, 0.9116848111152649, 0.9130434989929199, 0.9008152484893799, 0.904891312122345, 0.914402186870575, 0.9116848111152649, 0.9089674353599548, 0.9116848111152649, 0.9130434989929199]",783.0076234340668,
"[0.0005995952201571882, 0.0035113246529995786, 0.003151876138239775, 0.0033747420732296355, 0.003272577957629793, 0.00311701223709742, 0.0047667272282642835, 0.00515651562802858, 0.0037296437557138825, 0.0031527820708857767, 0.00275298376673954, 0.00223315612959635, 0.0031462263963792634, 0.0025867436963143637, 0.0020614107735404423, 0.0023554021223073664, 0.002458478426927721, 0.0023000522386333296, 0.0018351163940362471, 0.003834192710675542, 0.002596668568794089, 0.002298275814214519, 0.002036375276751958, 0.002125090561647717, 0.002134455349574716, 0.0018317329845360844]","[1.0, 0.9996603727340698, 1.0, 0.9996603727340698, 1.0, 0.9996603727340698, 0.9993206858634949, 0.9996603727340698, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 1.0, 1.0, 1.0, 0.9996603727340698, 1.0, 0.9996603727340698, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3027361014290996, 0.30803655023160187, 0.2838294903707245, 0.3007321076710587, 0.2940580453723669, 0.3066173325414243, 0.296038715492772, 0.30059430472876714, 0.3041385253486426, 0.2980097929906586, 0.2898199485371942, 0.2803653719551537, 0.2881626568167754, 0.2981198599724018, 0.2921970016930414, 0.2866940748594377, 0.29493911199919554, 0.2897265666042981, 0.2899097756523153, 0.3021794289512479, 0.3061284379142782, 0.293048407882452, 0.29298790617157583, 0.2954567099071067, 0.3006792811109968, 0.2921926021656912]","[0.9130434989929199, 0.907608687877655, 0.91847825050354, 0.91847825050354, 0.91576087474823, 0.9089674353599548, 0.91576087474823, 0.91576087474823, 0.90625, 0.914402186870575, 0.91847825050354, 0.91847825050354, 0.91847825050354, 0.9198369979858398, 0.9198369979858398, 0.9198369979858398, 0.9198369979858398, 0.91576087474823, 0.914402186870575, 0.907608687877655, 0.9089674353599548, 0.9130434989929199, 0.91847825050354, 0.91576087474823, 0.9198369979858398, 0.9116848111152649]",813.0792620182037,
"[0.00038485324219673993, 0.0021681969247647035, 0.002209778374653188, 0.002266484357634276, 0.0021607126571167178, 0.002329323919737995, 0.0023970131318808694, 0.002105888387355346, 0.002878090829851673, 0.003765297053336247, 0.0024175900433202396, 0.002530372584853625, 0.002429614991263446, 0.00270347818782877, 0.0024700597356928956, 0.0028968903542314047, 0.002413058556039291, 0.002509260954431501, 0.0017659830985433907, 0.0019903451728801565, 0.00197499410885781, 0.0017289700550938269, 0.001641217738126769, 0.0020603716529085827, 0.0020117140178943214, 0.0018467824417672566]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9993206858634949, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2921926021656912, 0.30348959828362515, 0.29382027191636356, 0.28966877382734546, 0.2942003204446772, 0.29331144682415156, 0.29984580340754724, 0.2940750688962314, 0.30292157707330974, 0.307280324925871, 0.30408304929733276, 0.31305811817393353, 0.30514258563356556, 0.3128790860266789, 0.31233051629818004, 0.31415332865941786, 0.3038080045953393, 0.30054297678820463, 0.29646480176597834, 0.2972595677913531, 0.29115035878899304, 0.29336566769558453, 0.2934419481974581, 0.29860314139691385, 0.2922441982866629, 0.2955331808442007]","[0.9116848111152649, 0.9103261232376099, 0.9130434989929199, 0.91576087474823, 0.9103261232376099, 0.9130434989929199, 0.9130434989929199, 0.9225543737411499, 0.9130434989929199, 0.9089674353599548, 0.9103261232376099, 0.9116848111152649, 0.914402186870575, 0.9130434989929199, 0.9130434989929199, 0.9103261232376099, 0.91576087474823, 0.9103261232376099, 0.9116848111152649, 0.914402186870575, 0.9130434989929199, 0.9116848111152649, 0.9116848111152649, 0.91576087474823, 0.91847825050354, 0.914402186870575]",856.741468667984,
"[0.0003237780558423686, 0.0019797553041312117, 0.0020091643331714136, 0.0019357821527038418, 0.001678441864382678, 0.0021197975900418974, 0.001798251559628862, 0.0018825523786844037, 0.0017479725049823805, 0.002306988726638298, 0.0018079177063317848, 0.001982504425383092, 0.0017274144268847758, 0.00166087720097731, 0.0018834754408327053, 0.002195088154226339, 0.0017435700261241595, 0.0015792002807796487, 0.0018322606170524682, 0.0018085954377412513, 0.001860140087639751, 0.0020014493439584444, 0.0021323736658340076, 0.002020144744006836, 0.0015721917652231439, 0.001964680372507048]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0]","[0.2955331808442007, 0.29272395659885975, 0.2901847422446894, 0.29480814281851053, 0.28833619517314696, 0.29545685146813805, 0.29035620456156525, 0.2983664188372052, 0.2941587011370322, 0.29738670356733643, 0.2967600362861286, 0.30068292509278527, 0.29343632151089283, 0.2927221873289217, 0.29392848702390556, 0.28859162176756753, 0.29545511264839897, 0.29458982695865893, 0.2925010372115218, 0.294059994549531, 0.2982566873745426, 0.2945435234628942, 0.29251872100259946, 0.3023494394981991, 0.29625627973481367, 0.29559639808924304]","[0.914402186870575, 0.914402186870575, 0.917119562625885, 0.914402186870575, 0.91576087474823, 0.91847825050354, 0.91847825050354, 0.91576087474823, 0.91576087474823, 0.91576087474823, 0.9103261232376099, 0.917119562625885, 0.91576087474823, 0.91576087474823, 0.91576087474823, 0.914402186870575, 0.91847825050354, 0.917119562625885, 0.91847825050354, 0.914402186870575, 0.9211956858634949, 0.917119562625885, 0.9198369979858398, 0.9103261232376099, 0.91847825050354, 0.9116848111152649]",838.3014893531799,
"[0.0003674928467934597, 0.0016628050209913888, 0.0022965424558724803, 0.0018087361398932483, 0.0019452595057057056, 0.0018069489805898427, 0.0019272312891426618, 0.0015963812791438693, 0.001977203236057666, 0.002194755541732656, 0.0017604506777032561, 0.0017546604187531477, 0.0017618048466671178, 0.0017845217966089915, 0.0015946286565968362, 0.002210559695452938, 0.0017486540103994269, 0.002007690602508576, 0.001968639289692004, 0.001713751881059421, 0.0018830811914876508, 0.002114968247833135, 0.0018433500245800647, 0.0018658369960536695, 0.0016779776253869109, 0.002175135574678121]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29559639808924304, 0.29914255314709054, 0.30015646204676316, 0.2998479120028408, 0.2903650491700872, 0.2996948337911264, 0.2984153398758043, 0.2945713768105792, 0.28787545301020145, 0.2935814684175927, 0.28747001249829063, 0.2888251581512716, 0.2940788001388959, 0.29315752398384654, 0.2993755866975888, 0.2970917411148548, 0.2925248919054866, 0.2970027666053046, 0.29445327194812504, 0.29571210066585435, 0.29007359557663615, 0.292419562642665, 0.298419833952642, 0.2844347014375355, 0.28851153960694437, 0.2915466478418397]","[0.9116848111152649, 0.91576087474823, 0.9103261232376099, 0.917119562625885, 0.914402186870575, 0.9103261232376099, 0.9116848111152649, 0.91847825050354, 0.9116848111152649, 0.914402186870575, 0.917119562625885, 0.91576087474823, 0.91847825050354, 0.9130434989929199, 0.917119562625885, 0.914402186870575, 0.9198369979858398, 0.914402186870575, 0.9130434989929199, 0.914402186870575, 0.917119562625885, 0.914402186870575, 0.9089674353599548, 0.9130434989929199, 0.917119562625885, 0.91847825050354]",849.8510274887085,88.17116380485146
