train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.6043989140054453, 2.066284866436668, 0.3518054733133834, 0.18565202573233325, 0.11619601232688063, 0.06870428722797205]","[0.027513587847352028, 0.6165081858634949, 0.9167799353599548, 0.9510869979858398, 0.96705162525177, 0.9840353727340698]","[3.6019572797028916, 0.4138639634070189, 0.29866985490788583, 0.24357254025728806, 0.20305395968582318, 0.20788154443321022]","[0.025815218687057495, 0.90625, 0.91847825050354, 0.9375, 0.9402174353599548, 0.9429348111152649]",266.6060755252838,"tensor(0.9429, device='cuda:0')",90.8149359498501
