train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.6179702644762783, 3.403066891690959, 2.9732434386792392, 2.609920107800028, 2.2927522011425183, 2.0101765160975247]","[0.02445652149617672, 0.18851903080940247, 0.6178668737411499, 0.7802309989929199, 0.81691575050354, 0.866847813129425]","[3.6154979622882344, 3.1846564852673076, 2.8130401424739673, 2.498012449430383, 2.2259249065233315, 1.9908511120340098]","[0.029891304671764374, 0.45108696818351746, 0.6834239363670349, 0.773097813129425, 0.8070652484893799, 0.84375]",214.46869325637817,"tensor(0.8438, device='cuda:0')",82.85636413191605
