train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.5893111954564634, 1.9803345478747203, 0.33721270890015625, 0.16965710047794424, 0.11324598178591418, 0.08123318279040573]","[0.04415760934352875, 0.640625, 0.92017662525177, 0.9558424353599548, 0.9707880616188049, 0.9802989363670349]","[3.5967181350873862, 0.42548426597014716, 0.30084404802840686, 0.23310151760992798, 0.23895029075767682, 0.22337974437876887]","[0.0366847850382328, 0.907608687877655, 0.907608687877655, 0.917119562625885, 0.9211956858634949, 0.926630437374115]",270.45414757728577,"tensor(0.9266, device='cuda:0')",89.50667756881984
