train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.603404242059459, 2.052388421219328, 0.3562758135730806, 0.18588549425096615, 0.11406687817171864, 0.07243840220262823]","[0.02241847850382328, 0.62941575050354, 0.9198369979858398, 0.950067937374115, 0.973505437374115, 0.98267662525177]","[3.613636638807214, 0.44892252657724463, 0.2875540107488632, 0.24990823735361514, 0.2032582003461278, 0.22382461409205975]","[0.02038043551146984, 0.9130434989929199, 0.92527174949646, 0.9293478727340698, 0.9442934989929199, 0.9402174353599548]",222.65922570228577,"tensor(0.9443, device='cuda:0')",91.65985282093213
