train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.607851417168327, 2.0159354912845986, 0.3507629100881193, 0.1885097541886827, 0.12543815811691078, 0.08245721837991606]","[0.0366847850382328, 0.6457201242446899, 0.91066575050354, 0.95142662525177, 0.9677309989929199, 0.976902186870575]","[3.6072435275368067, 0.4077544983314431, 0.2958347003744996, 0.24565340886297432, 0.2473327736167804, 0.21173281012021977]","[0.03532608598470688, 0.914402186870575, 0.9089674353599548, 0.9320652484893799, 0.926630437374115, 0.9442934989929199]",250.82594966888428,"tensor(0.9443, device='cuda:0')",91.33278822567458
