train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.6146905707276384, 2.2015030422936315, 0.4300849426375783, 0.20804556888406692, 0.133628413769538, 0.08938545869339419]","[0.021059783175587654, 0.5917119383811951, 0.90625, 0.9510869979858398, 0.9633152484893799, 0.9775815606117249]","[3.6225279310475225, 0.5268284497053727, 0.26475957943045575, 0.2328722269638725, 0.21525145265395226, 0.2015455328737912]","[0.021739130839705467, 0.898097813129425, 0.926630437374115, 0.92527174949646, 0.936141312122345, 0.94701087474823]",194.96413612365723,"tensor(0.9470, device='cuda:0')",91.4418097574271
