0,2,3,4,5,8,9
"{'train_losses': [3.6179702644762783, 3.403066891690959, 2.9732434386792392, 2.609920107800028, 2.2927522011425183, 2.0101765160975247], 'train_accuracies': [0.02445652149617672, 0.18851903080940247, 0.6178668737411499, 0.7802309989929199, 0.81691575050354, 0.866847813129425], 'val_losses': [3.6154979622882344, 3.1846564852673076, 2.8130401424739673, 2.498012449430383, 2.2259249065233315, 1.9908511120340098], 'val_accuracies': [0.029891304671764374, 0.45108696818351746, 0.6834239363670349, 0.773097813129425, 0.8070652484893799, 0.84375], 'elapsed_time': 214.46869325637817, 'best_val_acc': tensor(0.8438, device='cuda:0'), 'final_test_accuracy': 82.85636413191605}","{'train_losses': [3.6146905707276384, 2.2015030422936315, 0.4300849426375783, 0.20804556888406692, 0.133628413769538, 0.08938545869339419], 'train_accuracies': [0.021059783175587654, 0.5917119383811951, 0.90625, 0.9510869979858398, 0.9633152484893799, 0.9775815606117249], 'val_losses': [3.6225279310475225, 0.5268284497053727, 0.26475957943045575, 0.2328722269638725, 0.21525145265395226, 0.2015455328737912], 'val_accuracies': [0.021739130839705467, 0.898097813129425, 0.926630437374115, 0.92527174949646, 0.936141312122345, 0.94701087474823], 'elapsed_time': 194.96413612365723, 'best_val_acc': tensor(0.9470, device='cuda:0'), 'final_test_accuracy': 91.4418097574271}","{'train_losses': [3.603404242059459, 2.052388421219328, 0.3562758135730806, 0.18588549425096615, 0.11406687817171864, 0.07243840220262823], 'train_accuracies': [0.02241847850382328, 0.62941575050354, 0.9198369979858398, 0.950067937374115, 0.973505437374115, 0.98267662525177], 'val_losses': [3.613636638807214, 0.44892252657724463, 0.2875540107488632, 0.24990823735361514, 0.2032582003461278, 0.22382461409205975], 'val_accuracies': [0.02038043551146984, 0.9130434989929199, 0.92527174949646, 0.9293478727340698, 0.9442934989929199, 0.9402174353599548], 'elapsed_time': 222.65922570228577, 'best_val_acc': tensor(0.9443, device='cuda:0'), 'final_test_accuracy': 91.65985282093213}","{'train_losses': [3.607851417168327, 2.0159354912845986, 0.3507629100881193, 0.1885097541886827, 0.12543815811691078, 0.08245721837991606], 'train_accuracies': [0.0366847850382328, 0.6457201242446899, 0.91066575050354, 0.95142662525177, 0.9677309989929199, 0.976902186870575], 'val_losses': [3.6072435275368067, 0.4077544983314431, 0.2958347003744996, 0.24565340886297432, 0.2473327736167804, 0.21173281012021977], 'val_accuracies': [0.03532608598470688, 0.914402186870575, 0.9089674353599548, 0.9320652484893799, 0.926630437374115, 0.9442934989929199], 'elapsed_time': 250.82594966888428, 'best_val_acc': tensor(0.9443, device='cuda:0'), 'final_test_accuracy': 91.33278822567458}","{'train_losses': [3.6043989140054453, 2.066284866436668, 0.3518054733133834, 0.18565202573233325, 0.11619601232688063, 0.06870428722797205], 'train_accuracies': [0.027513587847352028, 0.6165081858634949, 0.9167799353599548, 0.9510869979858398, 0.96705162525177, 0.9840353727340698], 'val_losses': [3.6019572797028916, 0.4138639634070189, 0.29866985490788583, 0.24357254025728806, 0.20305395968582318, 0.20788154443321022], 'val_accuracies': [0.025815218687057495, 0.90625, 0.91847825050354, 0.9375, 0.9402174353599548, 0.9429348111152649], 'elapsed_time': 266.6060755252838, 'best_val_acc': tensor(0.9429, device='cuda:0'), 'final_test_accuracy': 90.8149359498501}","{'train_losses': [3.5893111954564634, 1.9803345478747203, 0.33721270890015625, 0.16965710047794424, 0.11324598178591418, 0.08123318279040573], 'train_accuracies': [0.04415760934352875, 0.640625, 0.92017662525177, 0.9558424353599548, 0.9707880616188049, 0.9802989363670349], 'val_losses': [3.5967181350873862, 0.42548426597014716, 0.30084404802840686, 0.23310151760992798, 0.23895029075767682, 0.22337974437876887], 'val_accuracies': [0.0366847850382328, 0.907608687877655, 0.907608687877655, 0.917119562625885, 0.9211956858634949, 0.926630437374115], 'elapsed_time': 270.45414757728577, 'best_val_acc': tensor(0.9266, device='cuda:0'), 'final_test_accuracy': 89.50667756881984}","{'train_losses': [3.6265945279079936, 2.105102260475573, 0.34967224559058313, 0.17757519577508388, 0.12167337273611971, 0.08350420616688611], 'train_accuracies': [0.01019021775573492, 0.5978261232376099, 0.91745924949646, 0.9572011232376099, 0.97214674949646, 0.9792799353599548], 'val_losses': [3.6275347419407056, 0.45463537068470666, 0.27602754824835324, 0.2517133063596228, 0.19351471134501955, 0.2073689256997212], 'val_accuracies': [0.016304347664117813, 0.90625, 0.9225543737411499, 0.91576087474823, 0.936141312122345, 0.9307065606117249], 'elapsed_time': 265.78812170028687, 'best_val_acc': tensor(0.9361, device='cuda:0'), 'final_test_accuracy': 90.86944671572635}"
