train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_test_accuracy
"[3.6265945279079936, 2.105102260475573, 0.34967224559058313, 0.17757519577508388, 0.12167337273611971, 0.08350420616688611]","[0.01019021775573492, 0.5978261232376099, 0.91745924949646, 0.9572011232376099, 0.97214674949646, 0.9792799353599548]","[3.6275347419407056, 0.45463537068470666, 0.27602754824835324, 0.2517133063596228, 0.19351471134501955, 0.2073689256997212]","[0.016304347664117813, 0.90625, 0.9225543737411499, 0.91576087474823, 0.936141312122345, 0.9307065606117249]",265.78812170028687,"tensor(0.9361, device='cuda:0')",90.86944671572635
