train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,best_val_acc,final_accuracy
"[0.009444606870048396, 0.026941654191392918, 0.026995289033157347, 0.028104887020004833, 0.03071336009863602, 0.02719538550540481]","[0.9996603727340698, 0.996942937374115, 0.998641312122345, 0.99660325050354, 0.99660325050354, 0.996942937374115]","[0.1524801039663346, 0.15483812777244527, 0.1509696609624054, 0.15843288624740165, 0.15352380251430947, 0.1584032572319974]","[0.9605978727340698, 0.957880437374115, 0.957880437374115, 0.9551630616188049, 0.9551630616188049, 0.95923912525177]",248.47543096542358,0.95923912525177,91.9051512673753
