Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss,Test Top-1 Accuracy,Test Top-5 Accuracy
1,30.508474543943244,61.864406650349245,2.3413037101427716,2.2596320629119875,0.08167165149109981,5.014990460615972,28.59089670157881
2,8.89830505241782,28.389830443818692,3.090240522225698,2.9243481000264486,0.16589244933178027,5.014990460615972,28.59089670157881
3,24.999999870688228,59.32203389830509,3.2098289569218954,3.137453571955363,0.07237540335239222,5.014990460615972,28.59089670157881
4,33.05084745762712,64.40677959636106,2.590487047036489,2.4466644525527954,0.14382259498039882,5.014990460615972,28.59089670157881
5,37.71186440677966,74.57627118644068,1.7601412951946258,1.614511501789093,0.145629785147806,5.014990460615972,28.59089670157881
6,41.525423599501785,82.62711857941191,1.3786548535029093,1.1455948650836945,0.2330599956214428,5.014990460615972,28.59089670157881
7,50.84745756246276,80.50847444695941,1.0115432679653167,0.8047031342983246,0.20684013466040294,5.014990460615972,28.59089670157881
8,55.5084745116153,88.55932203389831,0.9039260665575664,0.6607048710187277,0.2432211972773075,5.014990460615972,28.59089670157881
9,54.661016884496654,82.20338983050847,0.7686915477116902,0.5142684941490491,0.2544230508307616,5.014990460615972,28.59089670157881
10,55.08474563340009,85.5932200803595,0.7091344505548477,0.4575480823715528,0.2515863709151745,5.014990460615972,28.59089670157881
11,53.81355906341035,87.28813559322033,0.5508771399656932,0.2889496577282747,0.2619274819890658,5.014990460615972,28.59089670157881
12,59.74576264720852,86.86440652103748,0.4589939206838608,0.19312738639612992,0.2658665383855502,5.014990460615972,28.59089670157881
13,61.44067790144581,89.8305083452645,0.4298306152224541,0.21795674910147986,0.21187386388580004,5.014990460615972,28.59089670157881
14,54.661016884496654,88.98305071814586,0.4282962699731191,0.17449784803514679,0.25379842072725295,5.014990460615972,28.59089670157881
15,64.40677966101696,90.67796597238315,0.3636220077673594,0.15492929530640442,0.2086927122126023,5.014990460615972,28.59089670157881
16,60.16949139611196,90.2542372881356,0.3676015615463257,0.13974850984911125,0.2278530515730381,5.014990460615972,28.59089670157881
17,67.79661004017976,92.79661016949153,0.28431224773327507,0.09201835555334886,0.1922938918073972,5.014990460615972,28.59089670157881
18,69.49152529441704,94.0677966101695,0.31906305501858395,0.11597416220853726,0.20308889026443164,5.014990460615972,28.59089670157881
19,65.67796584307138,93.64406779661017,0.27074651966492336,0.06689726995925109,0.20384925169249377,5.014990460615972,28.59089670157881
20,70.76271173509501,93.22033898305085,0.23029737522204716,0.050965319961930315,0.17933205440640448,5.014990460615972,28.59089670157881
