Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss,Test Top-1 Accuracy,Test Top-5 Accuracy
1,42.37288138826015,83.05084784556243,2.541047692298889,2.523870857556661,0.017176825902424753,5.778141182883619,31.479967293540476
2,13.559322001570361,34.745762905832066,1.098919387658437,0.9180061141649882,0.1809132695198059,5.778141182883619,31.479967293540476
3,16.94915251004494,40.67796603703903,1.4518637617429098,1.2390316088994344,0.2128321369489034,5.778141182883619,31.479967293540476
4,17.796610298803298,48.30508448713917,2.4871791124343874,2.264644471804301,0.22253467266758284,5.778141182883619,31.479967293540476
5,12.711864398697676,40.67796584307137,2.3354333957036335,2.1822800159454347,0.15315337888896466,5.778141182883619,31.479967293540476
6,20.338983018519514,50.847457433150986,1.8962117274602255,1.715668272972107,0.1805434450507164,5.778141182883619,31.479967293540476
7,27.96610175957114,60.16949178404727,1.4509087244669596,1.160559238990148,0.29034948150316875,5.778141182883619,31.479967293540476
8,25.42372868424755,66.10169472128659,1.342635162671407,1.1404364347457885,0.2021987204750379,5.778141182883619,31.479967293540476
9,14.406779652934961,60.16949152542373,1.1648600379625955,0.9030142068862915,0.26184582511583965,5.778141182883619,31.479967293540476
10,26.271186311366193,55.93220364845404,0.9971518158912659,0.6823449343442917,0.31480688055356343,5.778141182883619,31.479967293540476
11,33.050847586938886,66.10169472128659,0.7573487202326457,0.5120295812686284,0.24531913201014202,5.778141182883619,31.479967293540476
12,31.355932268045716,71.18644029003079,0.4928703844547272,0.27563445419073107,0.21723592976729075,5.778141182883619,31.479967293540476
13,44.06779654551361,83.05084784556243,0.45434566736221316,0.2288143294552962,0.22553134113550186,5.778141182883619,31.479967293540476
14,38.983050718145854,77.96610130697994,0.40500270028909047,0.1374841332435608,0.2675185705224673,5.778141182883619,31.479967293540476
15,42.37288138826015,77.96610182422702,0.4093782881895701,0.14377225277324518,0.2656060328086217,5.778141182883619,31.479967293540476
16,44.91525410797637,84.74576193599377,0.3067038307587306,0.10577306104823947,0.20093076874812443,5.778141182883619,31.479967293540476
17,49.152542566849014,83.05084758693889,0.29784172475337983,0.09044515372564395,0.20739657233158748,5.778141182883619,31.479967293540476
18,47.45762705398818,81.35593259132514,0.3119838366905848,0.08454688265919685,0.22743695576985676,5.778141182883619,31.479967293540476
19,49.999999935344114,82.20338905463784,0.28121667404969536,0.07397447687884172,0.20724219779173533,5.778141182883619,31.479967293540476
20,50.8474573684951,82.20338957188493,0.25029429694016775,0.0640766050045689,0.18621769001086552,5.778141182883619,31.479967293540476
