Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss
1,24.576271057128906,63.55932229252184,2.71044929822286,2.6932326793670653,0.017216636318092546
2,23.72881352699409,52.54237288135593,1.6852630217870077,1.5442266702651977,0.14103634705146154
3,18.644067780446196,46.61016923290188,1.5112812836964926,1.302571698029836,0.20870959758758545
4,15.254237352791478,44.06779686879303,1.801338823636373,1.5468604207038879,0.2544783780972163
5,33.89830495543399,58.47457620653056,1.7220835129419962,1.492108122507731,0.229975359638532
6,25.42372868424755,68.64406779661017,1.7692604382832846,1.571800704797109,0.19745973547299703
7,20.338983018519514,54.237288394216755,1.239040446281433,1.019625476996104,0.21941496829191845
8,33.050847586938886,73.72881394725735,1.0006046215693156,0.6906912346680959,0.30991337994734447
9,38.983051041425284,70.3389828568798,0.7304973582426707,0.44150861700375876,0.2889887382586797
10,40.67796584307137,72.88135554426808,0.580025867621104,0.31165178020795187,0.2683740903933843
11,39.830508506904216,70.33898292153569,0.556733763217926,0.25769100785255433,0.2990427533785502
12,38.98305078280174,77.11864419710838,0.45942792296409607,0.23729805226127307,0.22212987393140793
13,52.54237288135593,83.05084784556243,0.45922502477963767,0.2111066856731971,0.2481183409690857
14,51.69491525423729,83.89830430887513,0.34662779569625857,0.12003413798908392,0.22659365634123485
15,47.45762731261173,82.2033897011967,0.32031809389591215,0.09569269400089979,0.22462539871533713
16,51.69491551286083,80.50847444695941,0.3463399946689606,0.10108538263787827,0.24525461345911026
17,49.15254230822547,83.05084668175648,0.27645068367322284,0.08211331275912623,0.1943373680114746
18,42.372881291276315,79.66101707846431,0.2757776329914729,0.062070240701238316,0.21370739390452703
19,49.15254211425781,80.50847444695941,0.27950879335403445,0.05916749909520149,0.22034129699071248
20,47.45762731261173,82.20338995982024,0.24761536717414856,0.05017207364241282,0.19744329104820887
21,55.0847460213354,81.35593207407805,0.20896587471167247,0.030557242843012016,0.1784086321791013
22,54.237288394216755,83.05084668175648,0.2127840464313825,0.028784107727309067,0.18399993528922398
23,61.01694895857472,86.44067719023107,0.19690939982732136,0.03152497898166378,0.16538442224264144
24,56.779661275572685,84.74576284117617,0.17726033926010132,0.012579353495190541,0.1646809880932172
25,56.77966108160504,86.44067809541346,0.18379757603009542,0.031255154063304265,0.15254241973161697
26,51.69491499561374,82.2033897011967,0.21669140855471294,0.0392440416268073,0.17744736572106679
27,55.93220345448639,88.13559309102722,0.1979835346341133,0.02371073719114065,0.17427279700835546
28,60.169491590079616,86.440678354037,0.18440775821606317,0.012579208992732068,0.17182855059703192
29,57.6271186440678,83.89830521405753,0.1530676563580831,0.015964942751452327,0.13710271368424098
30,60.16949133145608,89.83050860388805,0.17213936100403468,0.012822536146268248,0.15931682735681535
