train_losses,train_accuracies,val_losses,val_accuracies,elapsed_time,final_accuracy
"[3.9083848362383633, 3.5061024453329, 2.9738683648731397, 2.560046322967695, 2.216512488282245, 1.9457266965638036, 1.7145141298356263, 1.5409067402715269, 1.3852538129557734, 1.2612024429051771, 1.153370405020921, 1.0735506804093071, 1.0121038646801659, 0.9366010330293489, 0.8747669600922129, 0.8445329581913741, 0.7959172609059707, 0.7529100523046826, 0.7276376233152722, 0.6995856217716051, 0.6678021456236425, 0.6516947658813518, 0.625007570437763, 0.6095292872708776, 0.5717325547467107, 0.5783243535653405]","[0.03430706635117531, 0.07744565606117249, 0.292119562625885, 0.4915081560611725, 0.62058424949646, 0.700067937374115, 0.742527186870575, 0.784307062625885, 0.8040081858634949, 0.83152174949646, 0.8396739363670349, 0.846807062625885, 0.856317937374115, 0.8634511232376099, 0.862432062625885, 0.868546187877655, 0.8739809989929199, 0.879755437374115, 0.8868886232376099, 0.88620924949646, 0.887567937374115, 0.8790761232376099, 0.8885869979858398, 0.890285313129425, 0.8974184989929199, 0.8913043737411499]","[3.9453287435614546, 3.2177274952764097, 2.7427023804706074, 2.3490150907765264, 2.0465940548026045, 1.7939501845318337, 1.5883982544359954, 1.4275675649228303, 1.305105675821719, 1.182418450065281, 1.0980010084483935, 1.0240141153335571, 0.949687747851662, 0.8890660638394563, 0.8398378309996232, 0.8003092019454293, 0.7657626634058745, 0.725372613772102, 0.7003649680510812, 0.6695612422797991, 0.6529756006987198, 0.6359636537406755, 0.612507982098538, 0.5993346338686736, 0.5785166569378065, 0.5639961452587791]","[0.032608695328235626, 0.18478260934352875, 0.40353262424468994, 0.570652186870575, 0.6494565606117249, 0.7214673757553101, 0.751358687877655, 0.7866848111152649, 0.792119562625885, 0.8125, 0.83152174949646, 0.8505434989929199, 0.851902186870575, 0.8573369979858398, 0.854619562625885, 0.86277174949646, 0.873641312122345, 0.876358687877655, 0.8777174353599548, 0.883152186870575, 0.8804348111152649, 0.883152186870575, 0.8885869979858398, 0.88722825050354, 0.88722825050354, 0.8885869979858398]",679.1599624156952,
"[0.5310393228479053, 0.46548176265281177, 0.24760535310791887, 0.16172472565718318, 0.11483755043667296, 0.07507644156398981, 0.05853394797557722, 0.050627163145691156, 0.03904212901935629, 0.03002321677606391, 0.026654448279220123, 0.026104310031413384, 0.021166741179869226, 0.02321321989470364, 0.020866267509636997, 0.015344235636091427, 0.013057377169151669, 0.011916930589865407, 0.011320190924300772, 0.010322775808162987, 0.012421438756459595, 0.01576520547108806, 0.010437936084243753, 0.019224172437806494, 0.013419975883469147, 0.013236197607551256]","[0.90964674949646, 0.88722825050354, 0.94701087474823, 0.97486412525177, 0.9836956858634949, 0.9959239363670349, 0.9972826242446899, 0.9972826242446899, 0.99830162525177, 0.9996603727340698, 0.9989809989929199, 0.99830162525177, 0.9989809989929199, 0.9979619979858398, 0.9979619979858398, 0.9989809989929199, 0.9989809989929199, 0.9989809989929199, 0.9993206858634949, 0.9996603727340698, 0.9996603727340698, 0.9989809989929199, 1.0, 0.99660325050354, 0.998641312122345, 0.998641312122345]","[0.612507982098538, 0.3383037013852078, 0.3082483164642168, 0.2664689603059188, 0.2692765405644541, 0.25678754500720813, 0.25748675284178363, 0.25378933808077936, 0.23463815418274506, 0.24544399490822916, 0.2480552112278731, 0.24880857409342474, 0.2473348618849464, 0.2523145264257555, 0.24847718101480734, 0.23731349246657413, 0.2357366674620172, 0.23262422110723413, 0.23787574632012326, 0.2420186212529307, 0.2850894351368365, 0.2594938297634539, 0.2550323168220727, 0.2723015410744626, 0.25793319389871927, 0.2745961851399878]","[0.8885869979858398, 0.914402186870575, 0.91847825050354, 0.92527174949646, 0.92527174949646, 0.917119562625885, 0.91847825050354, 0.9239130616188049, 0.9347826242446899, 0.9225543737411499, 0.926630437374115, 0.91847825050354, 0.9225543737411499, 0.92798912525177, 0.9198369979858398, 0.9225543737411499, 0.92527174949646, 0.9334239363670349, 0.92527174949646, 0.9225543737411499, 0.917119562625885, 0.914402186870575, 0.917119562625885, 0.92798912525177, 0.91847825050354, 0.9116848111152649]",670.7666883468628,
"[0.017176132426475702, 0.03545837082049769, 0.029953524885375216, 0.024898904598439516, 0.025009935519293598, 0.024012534332502146, 0.019195007970151695, 0.017561533204887226, 0.01872229419709386, 0.018099849537500868, 0.0156812641121771, 0.01611259124626446, 0.014048775794672902, 0.01597675564698875, 0.015553210872103986, 0.013182241884667588, 0.013079622269446112, 0.01259045427887822, 0.011357696701610543, 0.010652768309228122, 0.011092737883977268, 0.010425945698364598, 0.01033918859700308, 0.009543791995383799, 0.010081315883840232, 0.0090565902646631]","[0.9996603727340698, 0.99660325050354, 0.99830162525177, 0.9996603727340698, 0.9989809989929199, 0.9989809989929199, 0.9996603727340698, 1.0, 0.9989809989929199, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 0.9996603727340698, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23463815418274506, 0.24284495963998462, 0.24289176613092422, 0.24767298283784286, 0.24486018620107486, 0.24474340806836667, 0.2312613392005796, 0.23525642733211102, 0.24123836114354755, 0.23934307597253635, 0.23124977978675262, 0.22998204568158026, 0.22671257380558096, 0.23482724084802295, 0.23751800021399622, 0.2361143273503884, 0.22135872944541599, 0.22997289345316266, 0.22595393657684326, 0.2277727820303129, 0.22918458088584567, 0.22704221729351126, 0.23009002046740573, 0.23830013171486233, 0.23559200180613477, 0.23586133090050324]","[0.9347826242446899, 0.9239130616188049, 0.9239130616188049, 0.9239130616188049, 0.9130434989929199, 0.9211956858634949, 0.92798912525177, 0.9225543737411499, 0.9211956858634949, 0.9211956858634949, 0.914402186870575, 0.9198369979858398, 0.9239130616188049, 0.9225543737411499, 0.91847825050354, 0.9225543737411499, 0.926630437374115, 0.92527174949646, 0.92527174949646, 0.9239130616188049, 0.92527174949646, 0.9211956858634949, 0.9225543737411499, 0.9307065606117249, 0.9211956858634949, 0.9211956858634949]",651.4372777938843,
"[0.0035734101459282733, 0.009758833395924581, 0.009681357814849394, 0.008780803478262185, 0.008729246738569243, 0.008946349004121579, 0.007787248709380789, 0.008270430986000143, 0.007847323140595108, 0.008298910392509044, 0.007949333250745321, 0.008267413207289317, 0.008237125106540549, 0.008467849698322623, 0.008617697506333176, 0.008103559026494622, 0.008403027819914987, 0.007654953084926567, 0.007879882091757558, 0.0073330054292455316, 0.007635468943550697, 0.007736727127137229, 0.007134400234739904, 0.00715178474733282, 0.00709726626266037, 0.007273611650579487]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23830013171486233, 0.2368388827080312, 0.22658100043949875, 0.22924104559680689, 0.22396400344112646, 0.2274944953944372, 0.22364764531021533, 0.2246785374439281, 0.2223695973339288, 0.22594605353863342, 0.2306782723121021, 0.224720299243927, 0.22485664681248044, 0.222710183457188, 0.21430554759243262, 0.21857036423424017, 0.2212045166803443, 0.22427284976710443, 0.22115657802509225, 0.22102951938691345, 0.2281135887555454, 0.22964904457330704, 0.23072011380091959, 0.21938181344581686, 0.22251631222341373, 0.22588601319686227]","[0.9307065606117249, 0.9239130616188049, 0.9320652484893799, 0.9320652484893799, 0.9293478727340698, 0.9307065606117249, 0.9320652484893799, 0.9307065606117249, 0.9334239363670349, 0.92798912525177, 0.9293478727340698, 0.9320652484893799, 0.9320652484893799, 0.9320652484893799, 0.9429348111152649, 0.9307065606117249, 0.9334239363670349, 0.9320652484893799, 0.9334239363670349, 0.9320652484893799, 0.9347826242446899, 0.9293478727340698, 0.9347826242446899, 0.938858687877655, 0.9347826242446899, 0.9307065606117249]",635.2326908111572,
"[0.003288157827109503, 0.00848465925335641, 0.008080807894103877, 0.008183820785590164, 0.008450757109803026, 0.007373286843927496, 0.007631963501056737, 0.007689183155256931, 0.008026759456539445, 0.007138819390725668, 0.007947994383436668, 0.009230074341125463, 0.008299744012259433, 0.007239179531335021, 0.007381873465973236, 0.007536897190299857, 0.007426185885181084, 0.007473722019273302, 0.007516158610562105, 0.006872468220535666, 0.007396545071337048, 0.007297712183334743, 0.007136756680784342, 0.007443723248560791, 0.007637006139544689, 0.007743364779541836]","[0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9993206858634949, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.21430554759243262, 0.21769422713829123, 0.21619264101204666, 0.22173583928657614, 0.22300176257672516, 0.21600916916909424, 0.2193007990717888, 0.22092563885709512, 0.22491299393384354, 0.22215447121340295, 0.22040402014618335, 0.22806409066138061, 0.2265585372629373, 0.2243605612412743, 0.219589336734751, 0.22024115628522375, 0.22762582613074261, 0.2227576851196911, 0.22946436120116193, 0.22553523143996362, 0.22484463971594107, 0.2300097793340683, 0.22034556191900503, 0.226689083420712, 0.2294728700881419, 0.22865229164776596]","[0.9429348111152649, 0.9415761232376099, 0.938858687877655, 0.936141312122345, 0.9307065606117249, 0.9347826242446899, 0.938858687877655, 0.9402174353599548, 0.9347826242446899, 0.9415761232376099, 0.9375, 0.9375, 0.9334239363670349, 0.9347826242446899, 0.9347826242446899, 0.936141312122345, 0.9320652484893799, 0.9375, 0.926630437374115, 0.92798912525177, 0.9320652484893799, 0.9347826242446899, 0.9347826242446899, 0.9293478727340698, 0.92798912525177, 0.9347826242446899]",635.5967252254486,
"[0.0030993047479094694, 0.00768370570048042, 0.0077366512167550945, 0.00811802368843928, 0.008226982317864895, 0.007340024534167479, 0.007895442773588002, 0.007502051224709367, 0.00732615951742248, 0.008390276462507798, 0.00811224263768805, 0.0075862887543221205, 0.008627157863330744, 0.008054800999715277, 0.00796686078209187, 0.008124363406196884, 0.007960870467207355, 0.007981778003538595, 0.00811993338815544, 0.008220051658218321, 0.0075376086878468805, 0.00839427766977283, 0.008102685501596527, 0.007417280133307466, 0.007386766384234247, 0.008208850983267083]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.21769422713829123, 0.21831396286902222, 0.21534095834130826, 0.21579511074916177, 0.2160525574632313, 0.21804382684438126, 0.2175520043010297, 0.21771782247916513, 0.21886853614579077, 0.21602113577334778, 0.21907810024593188, 0.21690795862156412, 0.21645699959734213, 0.2155785586522973, 0.21681754874146503, 0.21829126645689426, 0.21693356043618658, 0.2163396717413612, 0.2140176192573879, 0.2153951781599418, 0.2196697463159976, 0.2160837530441906, 0.21755452259727145, 0.21955833260131918, 0.22109111819578253, 0.21696319916973944]","[0.9415761232376099, 0.9429348111152649, 0.936141312122345, 0.9415761232376099, 0.938858687877655, 0.9375, 0.9429348111152649, 0.9375, 0.936141312122345, 0.9415761232376099, 0.938858687877655, 0.938858687877655, 0.9402174353599548, 0.9402174353599548, 0.9415761232376099, 0.938858687877655, 0.938858687877655, 0.9402174353599548, 0.9415761232376099, 0.938858687877655, 0.9402174353599548, 0.9402174353599548, 0.9402174353599548, 0.9402174353599548, 0.9375, 0.938858687877655]",637.0277087688446,
"[0.0030424119360522245, 0.008104930211708921, 0.007593969801825512, 0.008172575359070755, 0.007707058080046883, 0.008004000524322138, 0.00825841704879523, 0.008249571807581284, 0.007669313598181243, 0.007981337515799247, 0.008456597846183602, 0.008418916375376284, 0.007585609319073189, 0.007861689221539089, 0.008307027063615944, 0.007341823700066332, 0.007780885328943638, 0.007700417200913248, 0.007602445887523177, 0.007335347168997902, 0.008164391969330609, 0.00748076717591966, 0.007838567648001987, 0.008412050505917843, 0.00793626919672217, 0.008444011264541388]","[1.0, 1.0, 0.9996603727340698, 1.0, 1.0, 1.0, 0.9996603727340698, 0.9996603727340698, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.21831396286902222, 0.22251160183678503, 0.2169063930278239, 0.21747117878302283, 0.21685580293769421, 0.21988679209481116, 0.2181437734676444, 0.22231765901264938, 0.21927581338778787, 0.2254609267996705, 0.22103031821872876, 0.21842973096215207, 0.21919770765563715, 0.2224765497705211, 0.21740611189085504, 0.22019996072935022, 0.22353250177010245, 0.21748582565266153, 0.21971238145361777, 0.21878265330325003, 0.2177937409800032, 0.21858148989470108, 0.2259713158659313, 0.22352882150722586, 0.21829503061978714, 0.22528519060300745]","[0.9429348111152649, 0.938858687877655, 0.938858687877655, 0.936141312122345, 0.9375, 0.936141312122345, 0.938858687877655, 0.936141312122345, 0.938858687877655, 0.936141312122345, 0.9347826242446899, 0.9415761232376099, 0.9415761232376099, 0.9375, 0.9375, 0.9402174353599548, 0.9402174353599548, 0.938858687877655, 0.936141312122345, 0.936141312122345, 0.938858687877655, 0.938858687877655, 0.9375, 0.9375, 0.9375, 0.936141312122345]",667.4831132888794,89.75197601526301
