Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss,Test Top-1 Accuracy,Test Top-5 Accuracy
1,34.74576264720852,71.18644029003079,2.5944382429122923,2.5768715461095173,0.017566702495484303,8.394657944944127,35.45925320146778
2,32.20338986283642,68.6440676672984,1.137675448258718,0.9756896615028381,0.1619857760767142,8.394657944944127,35.45925320146778
3,12.711864277467889,47.45762692467641,1.7704887946446737,1.5341081817944844,0.23638062924146652,8.394657944944127,35.45925320146778
4,12.711864398697676,37.28813552856445,2.157735538482666,1.9331228335698445,0.22461269448200863,8.394657944944127,35.45925320146778
5,25.423728942871094,55.08474556874422,2.123143696784973,1.894176928202311,0.22896676063537597,8.394657944944127,35.45925320146778
6,25.42372878123138,61.01694876460706,1.7831855575243631,1.5709409197171529,0.21224464749296507,8.394657944944127,35.45925320146778
7,19.4915254883847,55.084745698055976,1.376055157184601,1.120326312383016,0.25572884182135264,8.394657944944127,35.45925320146778
8,31.355932074078062,72.03389817577298,1.1514895876248679,0.9177921414375305,0.23369743824005126,8.394657944944127,35.45925320146778
9,38.98305087978557,67.79660978155621,0.8821403463681539,0.6354345897833507,0.24670576552549997,8.394657944944127,35.45925320146778
10,37.28813552856445,71.18643990209547,0.7178759296735128,0.4219691167275111,0.29590681493282317,8.394657944944127,35.45925320146778
11,42.37288109730866,71.18644054865433,0.59300017952919,0.3260778903961182,0.2669222891330719,8.394657944944127,35.45925320146778
12,41.52542366415767,71.18644029003079,0.4821214497089386,0.24267109706997872,0.23945035934448242,8.394657944944127,35.45925320146778
13,40.67796636031846,72.03389791714943,0.5274333556493124,0.25281976982951165,0.27461359252532325,8.394657944944127,35.45925320146778
14,33.050847425299175,73.72881394725735,0.41957236429055533,0.1836544486383597,0.23591791987419128,8.394657944944127,35.45925320146778
15,47.457626860020525,73.7288136886338,0.38824114004770915,0.10373027324676513,0.2845108687877655,8.394657944944127,35.45925320146778
16,44.06779686879303,76.27118566480733,0.3201555276910464,0.124793641269207,0.19536188542842864,8.394657944944127,35.45925320146778
17,44.91525417263225,72.03389817577298,0.30110568304856616,0.07829459713151057,0.222811088959376,8.394657944944127,35.45925320146778
18,50.0,73.72881343001026,0.2900327483812968,0.0874519874031345,0.2025807614127795,8.394657944944127,35.45925320146778
19,54.23728832956087,81.35593168614274,0.2754445393880208,0.05975321506460508,0.21569132606188457,8.394657944944127,35.45925320146778
20,48.30508448713917,78.81355970996921,0.2340830276409785,0.046975307849546274,0.1871077204744021,8.394657944944127,35.45925320146778
