Epoch,Top-1 Accuracy,Top-5 Accuracy,Total Loss,Supervised Loss,Unsupervised Loss,Test Top-1 Accuracy,Test Top-5 Accuracy
1,6.896551609039307,24.137929916381836,3.761412024497986,3.761412024497986,0.0,10.68411011174707,27.255382938130282
1,6.896551609039307,34.482757568359375,3.73289555311203,3.73289555311203,0.0,7.740528754429,26.328699918233852
2,31.034482955932617,58.62068939208985,1.6932794451713562,1.6932794451713562,0.0,7.740528754429,26.328699918233852
3,51.72413635253906,72.4137954711914,0.4301411211490631,0.4180617295205593,0.012079384992830455,7.740528754429,26.328699918233852
4,51.72413635253906,86.20689392089844,0.20086382701992989,0.1256443616002798,0.07521946635097265,7.740528754429,26.328699918233852
5,34.482757568359375,79.31034088134766,0.10989311710000038,0.03139405604451895,0.07849906198680401,7.740528754429,26.328699918233852
6,41.379310607910156,89.6551742553711,0.14575840905308723,0.03872568719089031,0.10703271999955177,7.740528754429,26.328699918233852
7,41.379310607910156,86.20689392089844,0.0883852168917656,0.019674783921800554,0.06871043145656586,7.740528754429,26.328699918233852
8,48.27585983276367,79.31034088134766,0.10496753454208374,0.011296180193312466,0.09367135539650917,7.740528754429,26.328699918233852
9,44.82758712768555,79.31034088134766,0.14136306010186672,0.0441062746103853,0.0972567843273282,7.740528754429,26.328699918233852
10,34.482757568359375,86.20689392089844,0.16674675792455673,0.042731775785796344,0.12401497829705477,7.740528754429,26.328699918233852
11,34.482757568359375,79.31034088134766,0.12628598138689995,0.031409646035172045,0.09487633313983679,7.740528754429,26.328699918233852
12,37.931034088134766,58.62068939208985,0.15362098813056946,0.015611782320775092,0.1380092017352581,7.740528754429,26.328699918233852
13,34.482757568359375,68.96551513671875,0.16327396221458912,0.014566899742931128,0.1487070620059967,7.740528754429,26.328699918233852
14,34.482757568359375,65.51724243164062,0.13599441945552826,0.0310569565044716,0.1049374621361494,7.740528754429,26.328699918233852
15,27.586206436157227,65.51724243164062,0.09378083795309067,0.01348140963818878,0.08029942866414785,7.740528754429,26.328699918233852
16,31.034482955932617,68.96551513671875,0.1348517071455717,0.011540032690390944,0.12331167422235012,7.740528754429,26.328699918233852
17,34.482757568359375,58.62068939208985,0.1276214811950922,0.022195278201252222,0.10542620252817869,7.740528754429,26.328699918233852
18,37.931034088134766,62.068965911865234,0.14182238653302193,0.010212159366346896,0.13161022402346134,7.740528754429,26.328699918233852
19,34.482757568359375,68.96551513671875,0.09046319499611855,0.010461764584761113,0.08000143058598042,7.740528754429,26.328699918233852
20,44.82758712768555,65.51724243164062,0.10849868506193161,0.009464464616030455,0.09903421998023987,7.740528754429,26.328699918233852
